file,object_index,type,x,y,attribute,value
"level_09.xml","10","redPirate","41","21","dynamite","5"
"level_09.xml","10","redPirate","41","21","gunpowderBarrel","5"
"level_09.xml","10","redPirate","41","21","luck","1"
"level_09.xml","10","redPirate","41","21","mine","10"
"level_09.xml","10","redPirate","41","21","parachuteBomb","1"
"level_09.xml","10","redPirate","41","21","piecesOfEight","1"
"level_09.xml","10","redPirate","41","21","type","redPirate"
"level_09.xml","10","redPirate","41","21","woodenCrate","5"
"level_09.xml","10","redPirate","41","21","x","41"
"level_09.xml","10","redPirate","41","21","y","21"
"level_09.xml","11","rainbowBeard","9","21","anchor","1"
"level_09.xml","11","rainbowBeard","9","21","banana","1"
"level_09.xml","11","rainbowBeard","9","21","cannon","5"
"level_09.xml","11","rainbowBeard","9","21","cherryBomb","10"
"level_09.xml","11","rainbowBeard","9","21","dynamite","5"
"level_09.xml","11","rainbowBeard","9","21","gunpowderBarrel","5"
"level_09.xml","11","rainbowBeard","9","21","luck","20"
"level_09.xml","11","rainbowBeard","9","21","maxChests","3"
"level_09.xml","11","rainbowBeard","9","21","mine","1"
"level_09.xml","11","rainbowBeard","9","21","parachuteBomb","1"
"level_09.xml","11","rainbowBeard","9","21","piecesOfEight","1"
"level_09.xml","11","rainbowBeard","9","21","seagull","1"
"level_09.xml","11","rainbowBeard","9","21","type","rainbowBeard"
"level_09.xml","11","rainbowBeard","9","21","woodenCrate","5"
"level_09.xml","11","rainbowBeard","9","21","x","9"
"level_09.xml","11","rainbowBeard","9","21","y","21"
"level_09.xml","12","water","3","24","luck","10"
"level_09.xml","12","water","3","24","maxChests","3"
"level_09.xml","12","water","3","24","type","water"
"level_09.xml","12","water","3","24","x","3"
"level_09.xml","12","water","3","24","y","24"
"level_10.xml","0","potentialWeapons","38","0","anchor","5"
"level_10.xml","0","potentialWeapons","38","0","banana","1"
"level_10.xml","0","potentialWeapons","38","0","cannon","5"
"level_10.xml","0","potentialWeapons","38","0","cherryBomb","1"
"level_10.xml","0","potentialWeapons","38","0","dynamite","1"
"level_10.xml","0","potentialWeapons","38","0","gunpowderBarrel","10"
"level_10.xml","0","potentialWeapons","38","0","luck","20"
"level_10.xml","0","potentialWeapons","38","0","maxChests","1"
"level_10.xml","0","potentialWeapons","38","0","parachuteBomb","1"
"level_10.xml","0","potentialWeapons","38","0","piecesOfEight","5"
"level_10.xml","0","potentialWeapons","38","0","rumBottle","2"
"level_10.xml","0","potentialWeapons","38","0","seagull","2"
"level_10.xml","0","potentialWeapons","38","0","tidalWave","5"
"level_10.xml","0","potentialWeapons","38","0","type","potentialWeapons"
"level_10.xml","0","potentialWeapons","38","0","voodooDoll","5"
"level_10.xml","0","potentialWeapons","38","0","woodenCrate","10"
"level_10.xml","0","potentialWeapons","38","0","x","38"
"level_10.xml","0","potentialWeapons","38","0","y","0"
"level_10.xml","1","femalePirate","0","26","banana","1"
"level_10.xml","1","femalePirate","0","26","cannon","2"
"level_10.xml","1","femalePirate","0","26","dynamite","5"
"level_10.xml","1","femalePirate","0","26","gunpowderBarrel","10"
"level_10.xml","1","femalePirate","0","26","luck","20"
"level_10.xml","1","femalePirate","0","26","maxChests","1"
"level_10.xml","1","femalePirate","0","26","mine","1"
"level_10.xml","1","femalePirate","0","26","parachuteBomb","1"
"level_10.xml","1","femalePirate","0","26","piecesOfEight","1"
"level_10.xml","1","femalePirate","0","26","rumBottle","2"
"level_10.xml","1","femalePirate","0","26","type","femalePirate"
"level_10.xml","1","femalePirate","0","26","woodenCrate","10"
"level_10.xml","1","femalePirate","0","26","x","0"
"level_10.xml","1","femalePirate","0","26","y","26"
"level_10.xml","2","femalePirateCaptain","40","9","anchor","1"
"level_10.xml","2","femalePirateCaptain","40","9","banana","1"
"level_10.xml","2","femalePirateCaptain","40","9","cannon","2"
"level_10.xml","2","femalePirateCaptain","40","9","dynamite","5"
"level_10.xml","2","femalePirateCaptain","40","9","gunpowderBarrel","10"
"level_10.xml","2","femalePirateCaptain","40","9","luck","20"
"level_10.xml","2","femalePirateCaptain","40","9","maxChests","1"
"level_10.xml","2","femalePirateCaptain","40","9","mine","1"
"level_10.xml","2","femalePirateCaptain","40","9","parachuteBomb","1"
"level_10.xml","2","femalePirateCaptain","40","9","piecesOfEight","1"
"level_10.xml","2","femalePirateCaptain","40","9","rumBottle","2"
"level_10.xml","2","femalePirateCaptain","40","9","tidalWave","10"
"level_10.xml","2","femalePirateCaptain","40","9","type","femalePirateCaptain"
"level_10.xml","2","femalePirateCaptain","40","9","voodooDoll","1"
"level_10.xml","2","femalePirateCaptain","40","9","woodenCrate","10"
"level_10.xml","2","femalePirateCaptain","40","9","x","40"
"level_10.xml","2","femalePirateCaptain","40","9","y","9"
"level_10.xml","3","redPirate","37","5","banana","2"
"level_10.xml","3","redPirate","37","5","cannon","1"
"level_10.xml","3","redPirate","37","5","dynamite","5"
"level_10.xml","3","redPirate","37","5","gunpowderBarrel","10"
"level_10.xml","3","redPirate","37","5","luck","20"
"level_10.xml","3","redPirate","37","5","maxChests","1"
"level_10.xml","3","redPirate","37","5","mine","10"
"level_10.xml","3","redPirate","37","5","parachuteBomb","1"
"level_10.xml","3","redPirate","37","5","piecesOfEight","1"
"level_10.xml","3","redPirate","37","5","rumBottle","2"
"level_10.xml","3","redPirate","37","5","type","redPirate"
"level_10.xml","3","redPirate","37","5","woodenCrate","10"
"level_10.xml","3","redPirate","37","5","x","37"
"level_10.xml","3","redPirate","37","5","y","5"
"level_10.xml","4","femalePirate","72","16","banana","1"
"level_10.xml","4","femalePirate","72","16","cherryBomb","10"
"level_10.xml","4","femalePirate","72","16","dynamite","2"
"level_10.xml","4","femalePirate","72","16","gunpowderBarrel","10"
"level_10.xml","4","femalePirate","72","16","luck","20"
"level_10.xml","4","femalePirate","72","16","maxChests","1"
"level_10.xml","4","femalePirate","72","16","mine","1"
"level_10.xml","4","femalePirate","72","16","parachuteBomb","1"
"level_10.xml","4","femalePirate","72","16","piecesOfEight","2"
"level_10.xml","4","femalePirate","72","16","rumBottle","1"
"level_10.xml","4","femalePirate","72","16","tidalWave","1"
"level_10.xml","4","femalePirate","72","16","type","femalePirate"
"level_10.xml","4","femalePirate","72","16","woodenCrate","10"
"level_10.xml","4","femalePirate","72","16","x","72"
"level_10.xml","4","femalePirate","72","16","y","16"
"level_10.xml","5","femalePirate","62","20","banana","1"
"level_10.xml","5","femalePirate","62","20","cherryBomb","10"
"level_10.xml","5","femalePirate","62","20","dynamite","2"
"level_10.xml","5","femalePirate","62","20","gunpowderBarrel","10"
"level_10.xml","5","femalePirate","62","20","luck","20"
"level_10.xml","5","femalePirate","62","20","maxChests","1"
"level_10.xml","5","femalePirate","62","20","mine","1"
"level_10.xml","5","femalePirate","62","20","parachuteBomb","1"
"level_10.xml","5","femalePirate","62","20","piecesOfEight","2"
"level_10.xml","5","femalePirate","62","20","rumBottle","1"
"level_10.xml","5","femalePirate","62","20","tidalWave","1"
"level_10.xml","5","femalePirate","62","20","type","femalePirate"
"level_10.xml","5","femalePirate","62","20","woodenCrate","10"
"level_10.xml","5","femalePirate","62","20","x","62"
"level_10.xml","5","femalePirate","62","20","y","20"
"level_10.xml","6","redPirate","15","20","banana","2"
"level_10.xml","6","redPirate","15","20","cannon","1"
"level_10.xml","6","redPirate","15","20","dynamite","5"
"level_10.xml","6","redPirate","15","20","gunpowderBarrel","10"
"level_10.xml","6","redPirate","15","20","luck","20"
"level_10.xml","6","redPirate","15","20","maxChests","1"
"level_10.xml","6","redPirate","15","20","mine","10"
"level_10.xml","6","redPirate","15","20","parachuteBomb","1"
"level_10.xml","6","redPirate","15","20","piecesOfEight","1"
"level_10.xml","6","redPirate","15","20","rumBottle","2"
"level_10.xml","6","redPirate","15","20","type","redPirate"
"level_10.xml","6","redPirate","15","20","woodenCrate","10"
"level_10.xml","6","redPirate","15","20","x","15"
"level_10.xml","6","redPirate","15","20","y","20"
"level_10.xml","7","femalePirate","31","20","banana","1"
"level_10.xml","7","femalePirate","31","20","cannon","2"
"level_10.xml","7","femalePirate","31","20","dynamite","5"
"level_10.xml","7","femalePirate","31","20","gunpowderBarrel","10"
"level_10.xml","7","femalePirate","31","20","luck","20"
"level_10.xml","7","femalePirate","31","20","maxChests","1"
"level_10.xml","7","femalePirate","31","20","mine","1"
"level_10.xml","7","femalePirate","31","20","parachuteBomb","1"
"level_10.xml","7","femalePirate","31","20","piecesOfEight","1"
"level_10.xml","7","femalePirate","31","20","rumBottle","2"
"level_10.xml","7","femalePirate","31","20","tidalWave","1"
"level_10.xml","7","femalePirate","31","20","type","femalePirate"
"level_10.xml","7","femalePirate","31","20","woodenCrate","10"
"level_10.xml","7","femalePirate","31","20","x","31"
"level_10.xml","7","femalePirate","31","20","y","20"
"level_10.xml","8","femalePirate","45","20","banana","1"
"level_10.xml","8","femalePirate","45","20","cannon","2"
"level_10.xml","8","femalePirate","45","20","dynamite","5"
"level_10.xml","8","femalePirate","45","20","gunpowderBarrel","10"
"level_10.xml","8","femalePirate","45","20","luck","20"
"level_10.xml","8","femalePirate","45","20","maxChests","1"
"level_10.xml","8","femalePirate","45","20","mine","1"
"level_10.xml","8","femalePirate","45","20","parachuteBomb","1"
"level_10.xml","8","femalePirate","45","20","piecesOfEight","1"
"level_10.xml","8","femalePirate","45","20","rumBottle","2"
"level_10.xml","8","femalePirate","45","20","tidalWave","1"
"level_10.xml","8","femalePirate","45","20","type","femalePirate"
"level_10.xml","8","femalePirate","45","20","woodenCrate","10"
"level_10.xml","8","femalePirate","45","20","x","45"
"level_10.xml","8","femalePirate","45","20","y","20"
"level_10.xml","9","redPirate","66","11","banana","2"
"level_10.xml","9","redPirate","66","11","cannon","1"
"level_10.xml","9","redPirate","66","11","dynamite","5"
"level_10.xml","9","redPirate","66","11","gunpowderBarrel","10"
"level_10.xml","9","redPirate","66","11","luck","20"
"level_10.xml","9","redPirate","66","11","maxChests","1"
"level_10.xml","9","redPirate","66","11","mine","10"
"level_10.xml","9","redPirate","66","11","parachuteBomb","1"
"level_10.xml","9","redPirate","66","11","piecesOfEight","1"
"level_10.xml","9","redPirate","66","11","rumBottle","2"
"level_10.xml","9","redPirate","66","11","type","redPirate"
"level_10.xml","9","redPirate","66","11","woodenCrate","10"
"level_10.xml","9","redPirate","66","11","x","66"
"level_10.xml","9","redPirate","66","11","y","11"
"level_10.xml","10","redPirate","29","24","banana","2"
"level_10.xml","10","redPirate","29","24","cannon","1"
"level_10.xml","10","redPirate","29","24","dynamite","5"
"level_10.xml","10","redPirate","29","24","gunpowderBarrel","10"
"level_10.xml","10","redPirate","29","24","luck","20"
"level_10.xml","10","redPirate","29","24","maxChests","1"
"level_10.xml","10","redPirate","29","24","mine","10"
"level_10.xml","10","redPirate","29","24","parachuteBomb","1"
"level_10.xml","10","redPirate","29","24","piecesOfEight","1"
"level_10.xml","10","redPirate","29","24","rumBottle","2"
"level_10.xml","10","redPirate","29","24","type","redPirate"
"level_10.xml","10","redPirate","29","24","woodenCrate","10"
"level_10.xml","10","redPirate","29","24","x","29"
"level_10.xml","10","redPirate","29","24","y","24"
"level_10.xml","11","femalePirate","12","14","banana","1"
"level_10.xml","11","femalePirate","12","14","cannon","2"
"level_10.xml","11","femalePirate","12","14","dynamite","5"
"level_10.xml","11","femalePirate","12","14","gunpowderBarrel","10"
"level_10.xml","11","femalePirate","12","14","luck","20"
"level_10.xml","11","femalePirate","12","14","maxChests","1"
"level_10.xml","11","femalePirate","12","14","mine","1"
"level_10.xml","11","femalePirate","12","14","parachuteBomb","1"
"level_10.xml","11","femalePirate","12","14","piecesOfEight","1"
"level_10.xml","11","femalePirate","12","14","rumBottle","2"
"level_10.xml","11","femalePirate","12","14","type","femalePirate"
"level_10.xml","11","femalePirate","12","14","woodenCrate","10"
"level_10.xml","11","femalePirate","12","14","x","12"
"level_10.xml","11","femalePirate","12","14","y","14"
"level_10.xml","12","redPirateCaptain","7","14","anchor","1"
"level_10.xml","12","redPirateCaptain","7","14","banana","2"
"level_10.xml","12","redPirateCaptain","7","14","cannon","1"
"level_10.xml","12","redPirateCaptain","7","14","dynamite","5"
"level_10.xml","12","redPirateCaptain","7","14","gunpowderBarrel","10"
"level_10.xml","12","redPirateCaptain","7","14","luck","20"
"level_10.xml","12","redPirateCaptain","7","14","maxChests","1"
"level_10.xml","12","redPirateCaptain","7","14","mine","10"
"level_10.xml","12","redPirateCaptain","7","14","parachuteBomb","1"
"level_10.xml","12","redPirateCaptain","7","14","piecesOfEight","1"
"level_10.xml","12","redPirateCaptain","7","14","rumBottle","2"
"level_10.xml","12","redPirateCaptain","7","14","tidalWave","1"
"level_10.xml","12","redPirateCaptain","7","14","type","redPirateCaptain"
"level_10.xml","12","redPirateCaptain","7","14","voodooDoll","1"
"level_10.xml","12","redPirateCaptain","7","14","woodenCrate","10"
"level_10.xml","12","redPirateCaptain","7","14","x","7"
"level_10.xml","12","redPirateCaptain","7","14","y","14"
"level_10.xml","13","redPirate","74","23","banana","2"
"level_10.xml","13","redPirate","74","23","cannon","1"
"level_10.xml","13","redPirate","74","23","dynamite","5"
"level_10.xml","13","redPirate","74","23","gunpowderBarrel","10"
"level_10.xml","13","redPirate","74","23","luck","20"
"level_10.xml","13","redPirate","74","23","maxChests","1"
"level_10.xml","13","redPirate","74","23","mine","10"
"level_10.xml","13","redPirate","74","23","parachuteBomb","1"
"level_10.xml","13","redPirate","74","23","piecesOfEight","1"
"level_10.xml","13","redPirate","74","23","rumBottle","2"
"level_10.xml","13","redPirate","74","23","type","redPirate"
"level_10.xml","13","redPirate","74","23","woodenCrate","10"
"level_10.xml","13","redPirate","74","23","x","74"
"level_10.xml","13","redPirate","74","23","y","23"
"level_10.xml","14","redPirate","46","23","banana","2"
"level_10.xml","14","redPirate","46","23","cannon","1"
"level_10.xml","14","redPirate","46","23","dynamite","5"
"level_10.xml","14","redPirate","46","23","gunpowderBarrel","10"
"level_10.xml","14","redPirate","46","23","luck","20"
"level_10.xml","14","redPirate","46","23","maxChests","1"
"level_10.xml","14","redPirate","46","23","mine","10"
"level_10.xml","14","redPirate","46","23","parachuteBomb","1"
"level_10.xml","14","redPirate","46","23","piecesOfEight","1"
"level_10.xml","14","redPirate","46","23","rumBottle","2"
"level_10.xml","14","redPirate","46","23","type","redPirate"
"level_10.xml","14","redPirate","46","23","woodenCrate","10"
"level_10.xml","14","redPirate","46","23","x","46"
"level_10.xml","14","redPirate","46","23","y","23"
"level_10.xml","15","water","49","29","dynamite","10"
"level_10.xml","15","water","49","29","luck","10"
"level_10.xml","15","water","49","29","maxChests","3"
"level_10.xml","15","water","49","29","type","water"
"level_10.xml","15","water","49","29","x","49"
"level_10.xml","15","water","49","29","y","29"
"level_11.xml","0","potentialWeapons","23","0","anchor","2"
"level_11.xml","0","potentialWeapons","23","0","banana","2"
"level_11.xml","0","potentialWeapons","23","0","boulder","2"
"level_11.xml","0","potentialWeapons","23","0","dynamite","8"
"level_11.xml","0","potentialWeapons","23","0","luck","10"
"level_11.xml","0","potentialWeapons","23","0","maxChests","3"
"level_11.xml","0","potentialWeapons","23","0","parachuteBomb","2"
"level_11.xml","0","potentialWeapons","23","0","tidalWave","2"
"level_11.xml","0","potentialWeapons","23","0","type","potentialWeapons"
"level_11.xml","0","potentialWeapons","23","0","x","23"
"level_11.xml","0","potentialWeapons","23","0","y","0"
"level_11.xml","1","crab","38","5","anchor","1"
"level_11.xml","1","crab","38","5","boulder","10"
"level_11.xml","1","crab","38","5","dynamite","2"
"level_11.xml","1","crab","38","5","gunpowderBarrel","10"
"level_11.xml","1","crab","38","5","luck","25"
"level_11.xml","1","crab","38","5","tidalWave","10"
"level_11.xml","1","crab","38","5","type","crab"
"level_11.xml","1","crab","38","5","woodenCrate","10"
"level_11.xml","1","crab","38","5","x","38"
"level_11.xml","1","crab","38","5","y","5"
"level_11.xml","2","crab","5","5","anchor","1"
"level_11.xml","2","crab","5","5","boulder","10"
"level_11.xml","2","crab","5","5","dynamite","2"
"level_11.xml","2","crab","5","5","gunpowderBarrel","10"
"level_11.xml","2","crab","5","5","luck","25"
"level_11.xml","2","crab","5","5","tidalWave","10"
"level_11.xml","2","crab","5","5","type","crab"
"level_11.xml","2","crab","5","5","woodenCrate","10"
"level_11.xml","2","crab","5","5","x","5"
"level_11.xml","2","crab","5","5","y","5"
"level_11.xml","3","crab","28","1","anchor","1"
"level_11.xml","3","crab","28","1","boulder","10"
"level_11.xml","3","crab","28","1","dynamite","2"
"level_11.xml","3","crab","28","1","gunpowderBarrel","10"
"level_11.xml","3","crab","28","1","luck","25"
"level_11.xml","3","crab","28","1","tidalWave","10"
"level_11.xml","3","crab","28","1","type","crab"
"level_11.xml","3","crab","28","1","woodenCrate","10"
"level_11.xml","3","crab","28","1","x","28"
"level_11.xml","3","crab","28","1","y","1"
"level_11.xml","4","crab","16","1","dynamite","1"
"level_11.xml","4","crab","16","1","luck","25"
"level_11.xml","4","crab","16","1","tidalWave","10"
"level_11.xml","4","crab","16","1","type","crab"
"level_11.xml","4","crab","16","1","x","16"
"level_11.xml","4","crab","16","1","y","1"
"level_11.xml","5","water","0","13","luck","10"
"level_11.xml","5","water","0","13","maxChests","3"
"level_11.xml","5","water","0","13","type","water"
"level_11.xml","5","water","0","13","x","0"
"level_11.xml","5","water","0","13","y","13"
"level_11.xml","6","redPirateCaptain","27","10","cherryBomb","10"
"level_11.xml","6","redPirateCaptain","27","10","gunpowderBarrel","10"
"level_11.xml","6","redPirateCaptain","27","10","luck","1"
"level_11.xml","6","redPirateCaptain","27","10","maxChests","1"
"level_11.xml","6","redPirateCaptain","27","10","mine","1"
"level_11.xml","6","redPirateCaptain","27","10","type","redPirateCaptain"
"level_11.xml","6","redPirateCaptain","27","10","woodenCrate","10"
"level_11.xml","6","redPirateCaptain","27","10","x","27"
"level_11.xml","6","redPirateCaptain","27","10","y","10"
"level_11.xml","7","redPirate","21","10","cherryBomb","10"
"level_11.xml","7","redPirate","21","10","gunpowderBarrel","10"
"level_11.xml","7","redPirate","21","10","luck","1"
"level_11.xml","7","redPirate","21","10","maxChests","1"
"level_11.xml","7","redPirate","21","10","mine","1"
"level_11.xml","7","redPirate","21","10","type","redPirate"
"level_11.xml","7","redPirate","21","10","woodenCrate","10"
"level_11.xml","7","redPirate","21","10","x","21"
"level_11.xml","7","redPirate","21","10","y","10"
"level_11.xml","8","redPirate","6","10","cherryBomb","10"
"level_11.xml","8","redPirate","6","10","gunpowderBarrel","10"
"level_11.xml","8","redPirate","6","10","luck","1"
"level_11.xml","8","redPirate","6","10","maxChests","1"
"level_11.xml","8","redPirate","6","10","mine","1"
"level_11.xml","8","redPirate","6","10","type","redPirate"
"level_11.xml","8","redPirate","6","10","woodenCrate","10"
"level_11.xml","8","redPirate","6","10","x","6"
"level_11.xml","8","redPirate","6","10","y","10"
"level_11.xml","9","redPirate","37","10","cherryBomb","10"
"level_11.xml","9","redPirate","37","10","gunpowderBarrel","10"
"level_11.xml","9","redPirate","37","10","luck","1"
"level_11.xml","9","redPirate","37","10","maxChests","1"
"level_11.xml","9","redPirate","37","10","mine","1"
"level_11.xml","9","redPirate","37","10","type","redPirate"
"level_11.xml","9","redPirate","37","10","woodenCrate","10"
"level_11.xml","9","redPirate","37","10","x","37"
"level_11.xml","9","redPirate","37","10","y","10"
"level_12.xml","0","potentialWeapons","24","1","anchor","2"
"level_12.xml","0","potentialWeapons","24","1","banana","4"
"level_12.xml","0","potentialWeapons","24","1","dynamite","4"
"level_12.xml","0","potentialWeapons","24","1","luck","10"
"level_12.xml","0","potentialWeapons","24","1","maxChests","3"
"level_12.xml","0","potentialWeapons","24","1","parachuteBomb","3"
"level_12.xml","0","potentialWeapons","24","1","rumBottle","6"
"level_12.xml","0","potentialWeapons","24","1","seagull","1"
"level_12.xml","0","potentialWeapons","24","1","type","potentialWeapons"
"level_12.xml","0","potentialWeapons","24","1","voodooDoll","1"
"level_12.xml","0","potentialWeapons","24","1","x","24"
"level_12.xml","0","potentialWeapons","24","1","y","1"
"level_12.xml","1","skeletonPirate","11","5","banana","1"
"level_12.xml","1","skeletonPirate","11","5","cherryBomb","10"
"level_12.xml","1","skeletonPirate","11","5","dynamite","10"
"level_12.xml","1","skeletonPirate","11","5","luck","10"
"level_12.xml","1","skeletonPirate","11","5","maxChests","1"
"level_12.xml","1","skeletonPirate","11","5","rumBottle","2"
"level_12.xml","1","skeletonPirate","11","5","type","skeletonPirate"
"level_12.xml","1","skeletonPirate","11","5","x","11"
"level_12.xml","1","skeletonPirate","11","5","y","5"
"level_12.xml","2","skeletonPirate","34","0","banana","1"
"level_12.xml","2","skeletonPirate","34","0","cherryBomb","10"
"level_12.xml","2","skeletonPirate","34","0","dynamite","10"
"level_12.xml","2","skeletonPirate","34","0","luck","10"
"level_12.xml","2","skeletonPirate","34","0","maxChests","1"
"level_12.xml","2","skeletonPirate","34","0","rumBottle","2"
"level_12.xml","2","skeletonPirate","34","0","type","skeletonPirate"
"level_12.xml","2","skeletonPirate","34","0","x","34"
"level_12.xml","2","skeletonPirate","34","0","y","0"
"level_12.xml","3","redPirate","28","17","cherryBomb","10"
"level_12.xml","3","redPirate","28","17","dynamite","5"
"level_12.xml","3","redPirate","28","17","luck","10"
"level_12.xml","3","redPirate","28","17","maxChests","1"
"level_12.xml","3","redPirate","28","17","rumBottle","2"
"level_12.xml","3","redPirate","28","17","type","redPirate"
"level_12.xml","3","redPirate","28","17","x","28"
"level_12.xml","3","redPirate","28","17","y","17"
"level_12.xml","4","skeletonPirate","23","21","banana","1"
"level_12.xml","4","skeletonPirate","23","21","cherryBomb","10"
"level_12.xml","4","skeletonPirate","23","21","dynamite","10"
"level_12.xml","4","skeletonPirate","23","21","luck","10"
"level_12.xml","4","skeletonPirate","23","21","maxChests","1"
"level_12.xml","4","skeletonPirate","23","21","rumBottle","2"
"level_12.xml","4","skeletonPirate","23","21","type","skeletonPirate"
"level_12.xml","4","skeletonPirate","23","21","x","23"
"level_12.xml","4","skeletonPirate","23","21","y","21"
"level_12.xml","5","skeletonPirate","39","8","banana","1"
"level_12.xml","5","skeletonPirate","39","8","cherryBomb","10"
"level_12.xml","5","skeletonPirate","39","8","dynamite","10"
"level_12.xml","5","skeletonPirate","39","8","luck","10"
"level_12.xml","5","skeletonPirate","39","8","maxChests","1"
"level_12.xml","5","skeletonPirate","39","8","rumBottle","2"
"level_12.xml","5","skeletonPirate","39","8","type","skeletonPirate"
"level_12.xml","5","skeletonPirate","39","8","x","39"
"level_12.xml","5","skeletonPirate","39","8","y","8"
"level_12.xml","6","skeletonPirate","32","10","banana","1"
"level_12.xml","6","skeletonPirate","32","10","cherryBomb","10"
"level_12.xml","6","skeletonPirate","32","10","dynamite","10"
"level_12.xml","6","skeletonPirate","32","10","luck","10"
"level_12.xml","6","skeletonPirate","32","10","maxChests","1"
"level_12.xml","6","skeletonPirate","32","10","rumBottle","2"
"level_12.xml","6","skeletonPirate","32","10","type","skeletonPirate"
"level_12.xml","6","skeletonPirate","32","10","x","32"
"level_12.xml","6","skeletonPirate","32","10","y","10"
"level_12.xml","7","skeletonPirate","12","10","banana","1"
"level_12.xml","7","skeletonPirate","12","10","cherryBomb","10"
"level_12.xml","7","skeletonPirate","12","10","dynamite","10"
"level_12.xml","7","skeletonPirate","12","10","luck","10"
"level_12.xml","7","skeletonPirate","12","10","maxChests","1"
"level_12.xml","7","skeletonPirate","12","10","rumBottle","2"
"level_12.xml","7","skeletonPirate","12","10","type","skeletonPirate"
"level_12.xml","7","skeletonPirate","12","10","x","12"
"level_12.xml","7","skeletonPirate","12","10","y","10"
"level_12.xml","8","skeletonPirate","19","6","banana","1"
"level_12.xml","8","skeletonPirate","19","6","cherryBomb","10"
"level_12.xml","8","skeletonPirate","19","6","dynamite","10"
"level_12.xml","8","skeletonPirate","19","6","luck","10"
"level_12.xml","8","skeletonPirate","19","6","maxChests","1"
"level_12.xml","8","skeletonPirate","19","6","rumBottle","2"
"level_12.xml","8","skeletonPirate","19","6","type","skeletonPirate"
"level_12.xml","8","skeletonPirate","19","6","x","19"
"level_12.xml","8","skeletonPirate","19","6","y","6"
"level_12.xml","9","redPirate","2","6","cherryBomb","10"
"level_12.xml","9","redPirate","2","6","dynamite","5"
"level_12.xml","9","redPirate","2","6","luck","10"
"level_12.xml","9","redPirate","2","6","maxChests","1"
"level_12.xml","9","redPirate","2","6","rumBottle","2"
"level_12.xml","9","redPirate","2","6","type","redPirate"
"level_12.xml","9","redPirate","2","6","x","2"
"level_12.xml","9","redPirate","2","6","y","6"
"level_12.xml","10","skeletonPirateCaptain","23","6","anchor","1"
"level_12.xml","10","skeletonPirateCaptain","23","6","cannon","5"
"level_12.xml","10","skeletonPirateCaptain","23","6","cherryBomb","10"
"level_12.xml","10","skeletonPirateCaptain","23","6","dynamite","5"
"level_12.xml","10","skeletonPirateCaptain","23","6","gunpowderBarrel","5"
"level_12.xml","10","skeletonPirateCaptain","23","6","luck","20"
"level_12.xml","10","skeletonPirateCaptain","23","6","maxChests","1"
"level_12.xml","10","skeletonPirateCaptain","23","6","parachuteBomb","5"
"level_12.xml","10","skeletonPirateCaptain","23","6","tidalWave","10"
"level_12.xml","10","skeletonPirateCaptain","23","6","type","skeletonPirateCaptain"
"level_12.xml","10","skeletonPirateCaptain","23","6","x","23"
"level_12.xml","10","skeletonPirateCaptain","23","6","y","6"
"level_12.xml","11","redPirate","41","3","cherryBomb","10"
"level_12.xml","11","redPirate","41","3","dynamite","5"
"level_12.xml","11","redPirate","41","3","luck","10"
"level_12.xml","11","redPirate","41","3","maxChests","1"
"level_12.xml","11","redPirate","41","3","rumBottle","2"
"level_12.xml","11","redPirate","41","3","type","redPirate"
"level_12.xml","11","redPirate","41","3","x","41"
"level_12.xml","11","redPirate","41","3","y","3"
"level_12.xml","12","skeletonPirate","36","15","banana","1"
"level_12.xml","12","skeletonPirate","36","15","cherryBomb","10"
"level_12.xml","12","skeletonPirate","36","15","dynamite","10"
"level_12.xml","12","skeletonPirate","36","15","luck","10"
"level_12.xml","12","skeletonPirate","36","15","maxChests","1"
"level_12.xml","12","skeletonPirate","36","15","rumBottle","2"
"level_12.xml","12","skeletonPirate","36","15","type","skeletonPirate"
"level_12.xml","12","skeletonPirate","36","15","x","36"
"level_12.xml","12","skeletonPirate","36","15","y","15"
"level_12.xml","13","redPirate","7","15","cherryBomb","10"
"level_12.xml","13","redPirate","7","15","dynamite","5"
"level_12.xml","13","redPirate","7","15","luck","10"
"level_12.xml","13","redPirate","7","15","maxChests","1"
"level_12.xml","13","redPirate","7","15","rumBottle","2"
"level_12.xml","13","redPirate","7","15","type","redPirate"
"level_12.xml","13","redPirate","7","15","x","7"
"level_12.xml","13","redPirate","7","15","y","15"
"level_12.xml","14","skeletonPirate","5","15","banana","1"
"level_12.xml","14","skeletonPirate","5","15","cherryBomb","10"
"level_12.xml","14","skeletonPirate","5","15","dynamite","10"
"level_12.xml","14","skeletonPirate","5","15","luck","10"
"level_12.xml","14","skeletonPirate","5","15","maxChests","1"
"level_12.xml","14","skeletonPirate","5","15","rumBottle","2"
"level_12.xml","14","skeletonPirate","5","15","type","skeletonPirate"
"level_12.xml","14","skeletonPirate","5","15","x","5"
"level_12.xml","14","skeletonPirate","5","15","y","15"
"level_12.xml","15","skeletonPirate","24","15","banana","1"
"level_12.xml","15","skeletonPirate","24","15","cherryBomb","10"
"level_12.xml","15","skeletonPirate","24","15","dynamite","10"
"level_12.xml","15","skeletonPirate","24","15","luck","10"
"level_12.xml","15","skeletonPirate","24","15","maxChests","1"
"level_12.xml","15","skeletonPirate","24","15","rumBottle","2"
"level_12.xml","15","skeletonPirate","24","15","type","skeletonPirate"
"level_12.xml","15","skeletonPirate","24","15","x","24"
